根目录,主题,固化节点或阶段,资料类型,相对路径,字节数,SHA-256,人类用途
数据,09_战斗状态效果与场域,固化49,机器结果,数据/09_战斗状态效果与场域/固化49/机器结果/固化49至固化37核心连续回归审计.json,2631,9a9ba49d027936fe8faa2fe4ee997260492141599be830b04d18628dc2f0ba45,机器可读结论与断言
数据,09_战斗状态效果与场域,固化49,机器结果,数据/09_战斗状态效果与场域/固化49/机器结果/战斗单向对向槽与第二字段调查.json,14287,56505d051a08a3210ee2b8b436649b82d9d85efd2079d14288fce33d71576025,机器可读结论与断言
数据,09_战斗状态效果与场域,固化49,表格明细,数据/09_战斗状态效果与场域/固化49/表格明细/战斗原始效果八与九资源正样本.csv,2051,b4dae4820471d14036d2390fd632d83c0a5f4e3a5cf55689edc4960a1be9c746,逐项筛选和人工核对
数据,09_战斗状态效果与场域,固化50,机器结果,数据/09_战斗状态效果与场域/固化50/机器结果/Battle状态资源选择器十五静态生产面调查.json,9639,189a669284df84171548d4a164f5ffa1802d5def0e6f836f2be0235f1a5c3c38,机器可读结论与断言
数据,09_战斗状态效果与场域,固化50,机器结果,数据/09_战斗状态效果与场域/固化50/机器结果/固化50至固化37核心连续回归审计.json,1549,c75eb0ca599e7e371e400591c41464d84a9f76d98614ac1534cf60039176738d,机器可读结论与断言
数据,09_战斗状态效果与场域,固化50,表格明细,数据/09_战斗状态效果与场域/固化50/表格明细/Battle状态资源选择器生产面分类_固化50.csv,748,3c1b2cb6a852145c12f92735d0173a1020208d7d1f17d8806aaaf347b1f1cb05,逐项筛选和人工核对
数据,09_战斗状态效果与场域,固化58,机器结果,数据/09_战斗状态效果与场域/固化58/机器结果/战斗九项持续场域表现槽静态核对_固化58.json,19226,ba0fdadbd41dbfef6b873a457f22f506ee253cb9a26bb30098dfcbaa09d57460,机器可读结论与断言
数据,09_战斗状态效果与场域,固化58,表格明细,数据/09_战斗状态效果与场域/固化58/表格明细/战斗九项持续场域表现白名单_固化58.csv,1475,f782dc2de2bc9a371f2cb6b16207d2b0ed0a51e4be14e34f3fb9b53723209162,逐项筛选和人工核对
数据,09_战斗状态效果与场域,固化59,机器结果,数据/09_战斗状态效果与场域/固化59/机器结果/固化59研究过程纠错记录_43DA50调用数14改12.json,856,a5ee83187a5db2b917a1d938ef0a041639ac48a907812014e1699ae31aa731dc,机器可读结论与断言
数据,09_战斗状态效果与场域,固化59,机器结果,数据/09_战斗状态效果与场域/固化59/机器结果/战斗九项场域高层效果消费静态核对_固化59.json,32212,e5035fbda4ad5cbbc0c4cafab1df229dd15a581134dda82093fce61b0e79d0be,机器可读结论与断言
数据,09_战斗状态效果与场域,固化59,表格明细,数据/09_战斗状态效果与场域/固化59/表格明细/战斗九项场域高层效果消费表_固化59.csv,3620,07b34d7f64acd471fcd6d95c32e6212695897ef9b7855d4e9d74d05153325e28,逐项筛选和人工核对
数据,09_战斗状态效果与场域,固化60,机器结果,数据/09_战斗状态效果与场域/固化60/机器结果/战斗场域相对阵营路由静态核对_固化60.json,16406,1c2518a68836fd3259e83f0671585d8b3aaadb342bface09388bbf6ad0c495e4,机器可读结论与断言
数据,09_战斗状态效果与场域,固化60,表格明细,数据/09_战斗状态效果与场域/固化60/表格明细/战斗场域相对阵营路由白名单_固化60.csv,1425,a4e35f0c38b2838d16c8e0f61f5908599afc1a630dd20aca232f014ab9d40143,逐项筛选和人工核对
数据,09_战斗状态效果与场域,固化63,机器结果,数据/09_战斗状态效果与场域/固化63/机器结果/战斗九槽完整静态直接引用面核对_固化63.json,26087,a22134e30ce9e390424950b4e11bb85bbe4758ef1f6a0e8d79e070c46ca94dcc,机器可读结论与断言
数据,09_战斗状态效果与场域,固化63,表格明细,数据/09_战斗状态效果与场域/固化63/表格明细/战斗九槽静态consumer边界_固化63.csv,1800,108922b4462fff7a4bafa7e248af0235b2053538fea136c88133505f37a3c4a8,逐项筛选和人工核对
数据,09_战斗状态效果与场域,基础阶段,机器结果,数据/09_战斗状态效果与场域/基础阶段/机器结果/直接调用引用_0x4231F0_主资源零值状态转移.json,319,67fb42d49234c491ecc7f9f5e722ae60edbbfb3dda50db3b7b125dbb6ef55bfc,机器可读结论与断言
数据,09_战斗状态效果与场域,基础阶段,机器结果,数据/09_战斗状态效果与场域/基础阶段/机器结果/直接调用引用_0x42B0D0.json,319,3ea872723334ed56db459b173c0cc6dcc2e618b2e13e9d4538cb1834e2e36582,机器可读结论与断言
数据,09_战斗状态效果与场域,基础阶段,机器结果,数据/09_战斗状态效果与场域/基础阶段/机器结果/直接调用引用_Runtime39槽递减_0x420440.json,301,cc5f57738dd176aac778f8cbe3687cbc85cd43141c7e7fad64c4b8dddfd8455b,机器可读结论与断言
数据,09_战斗状态效果与场域,基础阶段,机器结果,数据/09_战斗状态效果与场域/基础阶段/机器结果/直接调用引用_Runtime前28槽全清_0x4231D0.json,355,acb446b1931a5dc3bfcdc778b5b8291119fa20e1f7f406e41427a48817e1a683,机器可读结论与断言
数据,10_战斗动作结果与表现,固化43,机器结果,数据/10_战斗动作结果与表现/固化43/机器结果/Battle结果分派参数4_RPG静态回归_固化43.json,5827,e86b8102b13fb76ffa5ef7fe204b5c9e15224a550521a1614f5f6f0c7bf33e32,机器可读结论与断言
数据,10_战斗动作结果与表现,固化55,机器结果,数据/10_战斗动作结果与表现/固化55/机器结果/Battle动作类四同参双调用调查.json,14310,bfa0ca5e4f0e0960fbe393dc0334eacdf4a0576d88bc01f7246d56a8de2937dd,机器可读结论与断言
数据,10_战斗动作结果与表现,固化55,机器结果,数据/10_战斗动作结果与表现/固化55/机器结果/RPG原版与研究版差异基线_固化55.json,5171,2d91439302e54b73204ec045f22b54807ef0ad9ce67a1e608886ab7d3a069c01,机器可读结论与断言
数据,10_战斗动作结果与表现,固化55,机器结果,数据/10_战斗动作结果与表现/固化55/机器结果/固化55新工具补注释AST等价审计.json,1087,ce6f48c0a9b3cecc91a0e798775d740adab6044c5b04c9ca3106e1bfa3b10674,机器可读结论与断言
数据,10_战斗动作结果与表现,固化55,表格明细,数据/10_战斗动作结果与表现/固化55/表格明细/Battle动作类四资源全语料.csv,1220,42c78e46916c40cedbbaf77c5d3799e75c96bdf307d338f425510c4c7c4b2e20,逐项筛选和人工核对
数据,10_战斗动作结果与表现,固化56,机器结果,数据/10_战斗动作结果与表现/固化56/机器结果/战斗动作类五六可达路径调查.json,16678,d12019e6e00e00281a8d3b69ceb28a595f6699e18e3c252ee91474841531c2ee,机器可读结论与断言
数据,10_战斗动作结果与表现,固化57,机器结果,数据/10_战斗动作结果与表现/固化57/机器结果/MEN0018提取身份核对_固化57.json,533,f5b83e757ce1478c72d3681f6eaa3f48a73341638de83d629c9276247606e5f0,机器可读结论与断言
数据,10_战斗动作结果与表现,固化57,机器结果,数据/10_战斗动作结果与表现/固化57/机器结果/战斗动作类一二四共享表现静态核对_固化57.json,18297,a87b38c681b1479c9ecbea3672624a0817c9f08ee31907424c01ff5e71d97dcd,机器可读结论与断言
数据,10_战斗动作结果与表现,固化57,表格明细,数据/10_战斗动作结果与表现/固化57/表格明细/战斗动作类一二四资源分布_固化57.csv,543,f95a09a148cc91703ddb20b03b9f0779bfde910b020395bb5c4ea47a1a29d78d,逐项筛选和人工核对
数据,10_战斗动作结果与表现,固化61,机器结果,数据/10_战斗动作结果与表现/固化61/机器结果/BattleFIRTTECH结果模式与双资源恢复协议_固化61.json,77849,db6edde85e8505bbbf615ba77f264b51ef3ec0e0f2fdaa702757081e1ff9c28b,机器可读结论与断言
数据,10_战斗动作结果与表现,固化61,表格明细,数据/10_战斗动作结果与表现/固化61/表格明细/BattleFIRTTECH结果模式逐记录_固化61.csv,45784,f09299d4ab6e34e58d8bb3e413303b80953dd47ad5220e872decebd77449b378,逐项筛选和人工核对
数据,10_战斗动作结果与表现,固化64,机器结果,数据/10_战斗动作结果与表现/固化64/机器结果/Battle动作类五六动作状态与来源依赖调查结果.json,25776,7e75b99b7926996c1a6a011e848f81a2aeb2115e82fca6d74a2867745205aabb,机器可读结论与断言
数据,10_战斗动作结果与表现,固化64,表格明细,数据/10_战斗动作结果与表现/固化64/表格明细/Battle动作类五六资源字段.csv,1148,aba243c78ec74ff95a986998e069629d4ba76cb93a5f3cd1604868c44d6b0612,逐项筛选和人工核对
数据,10_战斗动作结果与表现,固化65,机器结果,数据/10_战斗动作结果与表现/固化65/机器结果/Battle角色状态双基址物理别名调查.json,11047,a852354e28d5a0000f8dffa70b8e25cc262d3fd89040d2a8a9a7a928abe8a73f,机器可读结论与断言
数据,10_战斗动作结果与表现,固化65,表格明细,数据/10_战斗动作结果与表现/固化65/表格明细/Battle角色状态双基址物理别名关系.csv,634,472a6ba87b52b9526e4775ca7d826a095e3c666f271ce78ddfc4ec8539f85844,逐项筛选和人工核对
数据,10_战斗动作结果与表现,固化66,机器结果,数据/10_战斗动作结果与表现/固化66/机器结果/Battle统一角色状态直接访问面与Tick状态机调查.json,24497,7012bdef4bf75228e70eef1eb08f8b49639af367c21604c7ff9c5ea079a78630,机器可读结论与断言
数据,10_战斗动作结果与表现,固化66,机器结果,数据/10_战斗动作结果与表现/固化66/机器结果/固化65至66继承与双轮独立输入重放审计.json,1865,d4c87d9173ccdc32ed99372051bfb765d132398652a66011d349613468ff0650,机器可读结论与断言
数据,10_战斗动作结果与表现,固化66,表格明细,数据/10_战斗动作结果与表现/固化66/表格明细/Battle统一角色状态访问点.csv,4281,d249a2fc2764c19dac2ad02c269bbc92eead9b33f4cec52c8ac40e473e45f6cb,逐项筛选和人工核对
数据,10_战斗动作结果与表现,固化67,机器结果,数据/10_战斗动作结果与表现/固化67/机器结果/Battle统一状态四保留值生产者静态边界调查.json,12845,89b5c368cbbc427294b17ec82a07b716e351e369049fb9d7364ba7ab1e166ff4,机器可读结论与断言
数据,10_战斗动作结果与表现,固化67,表格明细,数据/10_战斗动作结果与表现/固化67/表格明细/Battle统一状态四保留值字面命中分类.csv,867,216b275b4f512e8cec843c56a34db602f88082006fda9c4bc312cca5e12b0680,逐项筛选和人工核对
数据,10_战斗动作结果与表现,固化68,机器结果,数据/10_战斗动作结果与表现/固化68/机器结果/Battle动作请求码0x67与0x68状态同步链调查.json,21771,bd69e745ac7b028bdb3eadd4ae4b79f568acd5608d116e0a7bbbb7df91ce5109,机器可读结论与断言
数据,10_战斗动作结果与表现,固化68,表格明细,数据/10_战斗动作结果与表现/固化68/表格明细/Battle动作请求分派器直接调用明细.csv,1068,18e23b70dcf9debc637ca8ccd418070ac15e5f8a0a766caab2a938a0a33dd31e,逐项筛选和人工核对
数据,10_战斗动作结果与表现,基础阶段,机器结果,数据/10_战斗动作结果与表现/基础阶段/机器结果/直接调用引用_FIRTTECH特殊动作_0x421A00.json,337,d2d5eb2ea6c6f48ec027a52058a2a72c874bb17df6a34ed0e129444fa4283453,机器可读结论与断言
数据,11_运行时输入时钟与显示,固化23,机器结果,数据/11_运行时输入时钟与显示/固化23/机器结果/DDDES分类器70字节同内容异文件名反例测试_固化23.json,897,84755d60345f9bd6b6339eccb642208ff15c86b6bcbea087e87f24b72436e3ca,机器可读结论与断言
数据,11_运行时输入时钟与显示,固化23,机器结果,数据/11_运行时输入时钟与显示/固化23/机器结果/DDDES显示定时配置_RPG静态回归_固化23.json,6080,696879201cb2ce31ae66d4fb4b591c552f783ea04b6a9945f052c734130cc7c9,机器可读结论与断言
数据,11_运行时输入时钟与显示,固化23,机器结果,数据/11_运行时输入时钟与显示/固化23/机器结果/DDDES显示定时配置格式静态闭合_固化23.json,4500,9d0971e3b7091d989f5c190e1c44e62e1762c6f34504c5049f1b92faf477356e,机器可读结论与断言
数据,11_运行时输入时钟与显示,固化23修正版2,机器结果,数据/11_运行时输入时钟与显示/固化23修正版2/机器结果/显示定时配置原始样本复原_固化23修正版2.json,3567,164d3d0f31ade3f98c7c65cfce49a9942280fb836ac6ebdbf8c381125349062b,机器可读结论与断言
数据,11_运行时输入时钟与显示,固化24,机器结果,数据/11_运行时输入时钟与显示/固化24/机器结果/DDDES显示定时配置_RPG静态回归_固化24_继承复核.json,6077,366fe6b20a10bcda655c1fc26ae8b949a307cfb23836bfaf6db86dcf81a0ff93,机器可读结论与断言
数据,11_运行时输入时钟与显示,固化38,机器结果,数据/11_运行时输入时钟与显示/固化38/机器结果/固化38节点状态与结论摘要.json,1299,c1ce368df078cfeba6f81ec7eb8b94d21f4fdc142c9eaa0a10819cea786124a7,机器可读结论与断言
数据,11_运行时输入时钟与显示,固化38,机器结果,数据/11_运行时输入时钟与显示/固化38/机器结果/旧式逻辑时钟静态闭合_固化38.json,12852,82881f5a5279b10b054aab319b70e2f301bb50ce0b1e9ea57c4b020735023904,机器可读结论与断言
数据,11_运行时输入时钟与显示,固化41,机器结果,数据/11_运行时输入时钟与显示/固化41/机器结果/世界遇敌持续状态输入事件计数_RPG静态回归_固化41.json,8115,393ba68b05c7142748eea4c764126ce1262d20a7548101eb71ff997c060f4775,机器可读结论与断言
数据,11_运行时输入时钟与显示,固化41,机器结果,数据/11_运行时输入时钟与显示/固化41/机器结果/前代回归_固化37_SF2嵌入音频RPG机器断言.json,6231,08cd62583172365ef5c9d838fff001d86d28f93a8f76f63d9fab3c71fe21c841,机器可读结论与断言
数据,11_运行时输入时钟与显示,固化41,机器结果,数据/11_运行时输入时钟与显示/固化41/机器结果/前代回归_固化38_旧式逻辑时钟.json,12846,dca2b1d4297b7b11464636bf5cdff3137cb0ac137860f38e2c0e43c2b5baf5d8,机器可读结论与断言
数据,11_运行时输入时钟与显示,固化41,机器结果,数据/11_运行时输入时钟与显示/固化41/机器结果/前代回归_固化39_SF2图层元数据.json,65744,29a7104304ce96b6a6a289f8312d67187e78e467452841a4741740844fc15cb5,机器可读结论与断言
数据,11_运行时输入时钟与显示,固化41,机器结果,数据/11_运行时输入时钟与显示/固化41/机器结果/前代回归_固化40_Battle状态39槽计时量子.json,5524,2fc8d0c4181c1a2f052803b0fb99564b271d87aa9e42ec5b22892040ea53a3b2,机器可读结论与断言
数据,11_运行时输入时钟与显示,固化41,机器结果,数据/11_运行时输入时钟与显示/固化41/机器结果/固化41节点状态与结论摘要.json,1820,58eb01a880262c3802c1024e8c006e1771c49c40e34a0b3271eb7150c5207198,机器可读结论与断言
数据,目录入口,现行,说明文档,数据/数据目录说明.md,6731,6d3fef4396b352fc5fc09f69ace6c995a2a7a98a64997783d459abbd536bc474,人类入口说明
证据,01_版本基线与封包审计,固化1,机器结果,证据/01_版本基线与封包审计/固化1/机器结果/ENC表结构与战斗关联_v0.7D阶段中固化1.json,2164,2496044d5a73bdaad0a299d8449f4197d673a7db8b64b26fddcdb03fb86796d6,机器可读结论与断言
证据,01_版本基线与封包审计,固化1,机器结果,证据/01_版本基线与封包审计/固化1/机器结果/EVE合法Opcode清单_v0.7D阶段中固化1.json,1296,b29cce140eda99a0fb1b8456c88b7b2387b33ca08c4ce3f5bb16cf3c6390afec,机器可读结论与断言
证据,01_版本基线与封包审计,固化1,机器结果,证据/01_版本基线与封包审计/固化1/机器结果/历史数据说明.json,365,f2a0ca13abea5ebd8abcc0a40e5cc7a44d0d9a633f6063cac4f32425a67321bf,机器可读结论与断言
